Symbol,Timestamp,Open,High,Low,Close,Volume,Source
AAPL,2025-06-06 09:30:00-04:00,202.9949951171875,205.6999969482422,202.98309326171875,205.02169799804688,3765322,yahoo
AAPL,2025-06-06 09:35:00-04:00,205.0500030517578,205.27999877929688,204.77999877929688,204.9777069091797,1065527,yahoo
AAPL,2025-06-06 09:40:00-04:00,204.9398956298828,205.1999969482422,204.38999938964844,204.5050048828125,1336178,yahoo
AAPL,2025-06-06 09:45:00-04:00,204.52999877929688,205.16000366210938,204.46600341796875,204.63499450683594,840962,yahoo
AAPL,2025-06-06 09:50:00-04:00,204.64999389648438,204.64999389648438,204.07000732421875,204.08999633789062,152981,yahoo
AAPL,2025-06-06 09:55:00-04:00,204.50399780273438,204.5399932861328,204.1999969482422,204.5399932861328,1059271,yahoo
AAPL,2025-06-06 10:00:00-04:00,204.57000732421875,204.74459838867188,204.27499389648438,204.47999572753906,450843,yahoo
AAPL,2025-06-06 10:05:00-04:00,204.47999572753906,204.6300048828125,204.25999450683594,204.36000061035156,280669,yahoo
AAPL,2025-06-06 10:10:00-04:00,204.47000122070312,204.47500610351562,203.99000549316406,204.2949981689453,655722,yahoo
AAPL,2025-06-06 10:15:00-04:00,204.2949981689453,204.42999267578125,203.8699951171875,203.97509765625,441242,yahoo
AAPL,2025-06-06 10:20:00-04:00,203.97509765625,204.13999938964844,203.6999969482422,203.82000732421875,487529,yahoo
AAPL,2025-06-06 10:25:00-04:00,203.8249969482422,203.92999267578125,203.3300018310547,203.66000366210938,570076,yahoo
AAPL,2025-06-06 10:30:00-04:00,203.64999389648438,203.7375946044922,203.33999633789062,203.58999633789062,335490,yahoo
AAPL,2025-06-06 10:35:00-04:00,203.5800018310547,203.85679626464844,203.49000549316406,203.5800018310547,321076,yahoo
AAPL,2025-06-06 10:40:00-04:00,203.6114044189453,203.88999938964844,203.5800018310547,203.78280639648438,357678,yahoo
AAPL,2025-06-06 10:45:00-04:00,203.77000427246094,203.9199981689453,203.4600067138672,203.5500946044922,477223,yahoo
AAPL,2025-06-06 10:50:00-04:00,203.5500030517578,203.63999938964844,203.19000244140625,203.33999633789062,531103,yahoo
AAPL,2025-06-06 10:55:00-04:00,203.33999633789062,203.4199981689453,203.1199951171875,203.14999389648438,347148,yahoo
AAPL,2025-06-06 11:00:00-04:00,203.13999938964844,203.4095001220703,203.11000061035156,203.24000549316406,444384,yahoo
AAPL,2025-06-06 11:05:00-04:00,203.27059936523438,203.95269775390625,203.23719787597656,203.6699981689453,650613,yahoo
AAPL,2025-06-06 11:10:00-04:00,203.6699981689453,204.05999755859375,203.59500122070312,203.9199981689453,422947,yahoo
AAPL,2025-06-06 11:15:00-04:00,203.94000244140625,203.9459991455078,203.42999267578125,203.55499267578125,160834,yahoo
AAPL,2025-06-06 11:20:00-04:00,203.0500030517578,203.11500549316406,202.97999572753906,203.0399932861328,651263,yahoo
AAPL,2025-06-06 11:25:00-04:00,203.1699981689453,203.1988067626953,203.09080505371094,203.17990112304688,257117,yahoo
AAPL,2025-06-06 11:30:00-04:00,203.0800018310547,203.1699981689453,203.02499389648438,203.07400512695312,252571,yahoo
